REF_AREA,Geographic area,INDICATOR,Indicator,SEX,Sex,EDUCATION_LEVEL,Education Level,WEALTH_QUINTILE,Wealth Quintile,RESIDENCE,Residence,UNIT_MEASURE,Unit of measure,UNIT_MULTIPLIER,Unit multiplier,SOURCE_LINK,SERIES_FOOTNOTE,TIME_PERIOD,OBS_VALUE,OBS_STATUS,Observation Status,DATA_SOURCE,OBS_CONF,Observation confidentaility,TIME_PERIOD_METHOD,Time period activity related to when the data are collected,COVERAGE_TIME,OBS_FOOTNOTE,FREQ_COLL,Time interval at which the source data are collected
MNE,Montenegro,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2018,86.19635,,,MICS 2018,,,,,,,0,Not Known
MNE,Montenegro,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,86.245087,,,MICS 2018,,,,,,,0,Not Known
MNG,Mongolia,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2014,73.10305,,,MICS 2013-14,,,,,,,0,Not Known
MNG,Mongolia,ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2014,60.067669,,,MICS 2013-14,,,,,,,0,Not Known
MNG,Mongolia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2014,25.60784,,,MICS 2013-14,,,,,,,0,Not Known
MNG,Mongolia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2014,49.425892,,,MICS 2013-14,,,,,,,0,Not Known
MNG,Mongolia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2014,62.764462,,,MICS 2013-14,,,,,,,0,Not Known
MNG,Mongolia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2014,87.261726,,,MICS 2013-14,,,,,,,0,Not Known
MNG,Mongolia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2014,94.629303,,,MICS 2013-14,,,,,,,0,Not Known
MNG,Mongolia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2014,35.18367,,,MICS 2013-14,,,,,,,0,Not Known
MNG,Mongolia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2014,77.923409,,,MICS 2013-14,,,,,,,0,Not Known
MNG,Mongolia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2014,66.150703,,,MICS 2013-14,,,,,,,0,Not Known
MOZ,Mozambique,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2011,5.2646251,,,DHS 2011,,,,,,,0,Not Known
MOZ,Mozambique,ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2011,8.3742132,,,DHS 2011,,,,,,,0,Not Known
MOZ,Mozambique,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2011,0,,,DHS 2011,,,,,,,0,Not Known
MOZ,Mozambique,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2011,1.334282,,,DHS 2011,,,,,,,0,Not Known
MOZ,Mozambique,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2011,0.68685877,,,DHS 2011,,,,,,,0,Not Known
MOZ,Mozambique,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2011,2.905756,,,DHS 2011,,,,,,,0,Not Known
MOZ,Mozambique,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2011,20.41082,,,DHS 2011,,,,,,,0,Not Known
MOZ,Mozambique,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2011,1.160774,,,DHS 2011,,,,,,,0,Not Known
MOZ,Mozambique,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2011,14.13733,,,DHS 2011,,,,,,,0,Not Known
MOZ,Mozambique,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2011,6.6381321,,,DHS 2011,,,,,,,0,Not Known
MRT,Mauritania,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2015,23.235689,,,MICS 2015,,,,,,,0,Not Known
MRT,Mauritania,ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2015,31.298059,,,MICS 2015,,,,,,,0,Not Known
MRT,Mauritania,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2015,29.800989,,,MICS 2015,,,,,,,0,Not Known
MRT,Mauritania,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2015,21.75185,,,MICS 2015,,,,,,,0,Not Known
MRT,Mauritania,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2015,25.870649,,,MICS 2015,,,,,,,0,Not Known
MRT,Mauritania,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2015,20.801241,,,MICS 2015,,,,,,,0,Not Known
MRT,Mauritania,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2015,34.03326,,,MICS 2015,,,,,,,0,Not Known
MRT,Mauritania,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2015,26.724991,,,MICS 2015,,,,,,,0,Not Known
MRT,Mauritania,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2015,26.553301,,,MICS 2015,,,,,,,0,Not Known
MRT,Mauritania,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2015,26.626789,,,MICS 2015,,,,,,,0,Not Known
MWI,Malawi,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2016,12.9,,,DHS 2015-16,,,,,,,0,Not Known
MWI,Malawi,ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2016,15.3,,,DHS 2015-16,,,,,,,0,Not Known
MWI,Malawi,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2016,2.4000001,,,DHS 2015-16,,,,,,,0,Not Known
MWI,Malawi,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2016,5.0999999,,,DHS 2015-16,,,,,,,0,Not Known
MWI,Malawi,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2016,7.5,,,DHS 2015-16,,,,,,,0,Not Known
MWI,Malawi,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2016,14.8,,,DHS 2015-16,,,,,,,0,Not Known
MWI,Malawi,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2016,37.099998,,,DHS 2015-16,,,,,,,0,Not Known
MWI,Malawi,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2016,9.6000004,,,DHS 2015-16,,,,,,,0,Not Known
MWI,Malawi,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2016,34.400002,,,DHS 2015-16,,,,,,,0,Not Known
MWI,Malawi,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2016,14,,,DHS 2015-16,,,,,,,0,Not Known
NAM,Namibia,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2013,39.099998,,,DHS 2013,,,,,,,0,Not Known
NAM,Namibia,ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2013,33.200001,,,DHS 2013,,,,,,,0,Not Known
NAM,Namibia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2013,8.1000004,,,DHS 2013,,,,,,,0,Not Known
NAM,Namibia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2013,12.9,,,DHS 2013,,,,,,,0,Not Known
NAM,Namibia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2013,27.4,,,DHS 2013,,,,,,,0,Not Known
NAM,Namibia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2013,45.900002,,,DHS 2013,,,,,,,0,Not Known
NAM,Namibia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2013,64.900002,,,DHS 2013,,,,,,,0,Not Known
NAM,Namibia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2013,17.700001,,,DHS 2013,,,,,,,0,Not Known
NAM,Namibia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2013,47.099998,,,DHS 2013,,,,,,,0,Not Known
NAM,Namibia,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2013,36.400002,,,DHS 2013,,,,,,,0,Not Known
NER,Niger,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2012,1.381436,,,DHS 2012,,,,,,,0,Not Known
NER,Niger,ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2012,3.9006841,,,DHS 2012,,,,,,,0,Not Known
NER,Niger,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2012,0.44285089,,,DHS 2012,,,,,,,0,Not Known
NER,Niger,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2012,0,,,DHS 2012,,,,,,,0,Not Known
NER,Niger,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2012,0,,,DHS 2012,,,,,,,0,Not Known
NER,Niger,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2012,0.0915116,,,DHS 2012,,,,,,,0,Not Known
NER,Niger,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2012,7.6495552,,,DHS 2012,,,,,,,0,Not Known
NER,Niger,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2012,0.1131732,,,DHS 2012,,,,,,,0,Not Known
NER,Niger,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2012,9.2938738,,,DHS 2012,,,,,,,0,Not Known
NER,Niger,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2012,2.1817999,,,DHS 2012,,,,,,,0,Not Known
NGA,Nigeria,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,43.5,,,DHS 2018,,,,,,,0,Not Known
NGA,Nigeria,ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,57,,,DHS 2018,,,,,,,0,Not Known
NGA,Nigeria,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2018,11.7,,,DHS 2018,,,,,,,0,Not Known
NGA,Nigeria,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2018,27.9,,,DHS 2018,,,,,,,0,Not Known
NGA,Nigeria,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2018,49.799999,,,DHS 2018,,,,,,,0,Not Known
NGA,Nigeria,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2018,72.199997,,,DHS 2018,,,,,,,0,Not Known
NGA,Nigeria,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2018,88.300003,,,DHS 2018,,,,,,,0,Not Known
NGA,Nigeria,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2018,34.099998,,,DHS 2018,,,,,,,0,Not Known
NGA,Nigeria,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2018,70.699997,,,DHS 2018,,,,,,,0,Not Known
NGA,Nigeria,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,49.200001,,,DHS 2018,,,,,,,0,Not Known
NPL,Nepal,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2019,27.60297,,,MICS 2019,,,,,,,0,Not Known
NPL,Nepal,ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2019,26.8309,,,MICS 2019,,,,,,,0,Not Known
NPL,Nepal,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2019,10.26426,,,MICS 2019,,,,,,,0,Not Known
NPL,Nepal,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2019,14.36446,,,MICS 2019,,,,,,,0,Not Known
NPL,Nepal,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2019,16.78076,,,MICS 2019,,,,,,,0,Not Known
NPL,Nepal,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2019,30.045361,,,MICS 2019,,,,,,,0,Not Known
NPL,Nepal,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2019,59.256039,,,MICS 2019,,,,,,,0,Not Known
NPL,Nepal,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2019,14.18104,,,MICS 2019,,,,,,,0,Not Known
NPL,Nepal,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2019,33.102291,,,MICS 2019,,,,,,,0,Not Known
NPL,Nepal,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2019,27.2705,,,MICS 2019,,,,,,,0,Not Known
PAK,Pakistan,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,23.328131,,,DHS 2017-18,,,,,,,0,Not Known
PAK,Pakistan,ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,23.559851,,,DHS 2017-18,,,,,,,0,Not Known
PAK,Pakistan,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2018,1.3762881,,,DHS 2017-18,,,,,,,0,Not Known
PAK,Pakistan,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2018,7.8542681,,,DHS 2017-18,,,,,,,0,Not Known
PAK,Pakistan,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2018,15.12003,,,DHS 2017-18,,,,,,,0,Not Known
PAK,Pakistan,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2018,29.609909,,,DHS 2017-18,,,,,,,0,Not Known
PAK,Pakistan,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2018,55.065769,,,DHS 2017-18,,,,,,,0,Not Known
PAK,Pakistan,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2018,15.45427,,,DHS 2017-18,,,,,,,0,Not Known
PAK,Pakistan,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2018,35.315601,,,DHS 2017-18,,,,,,,0,Not Known
PAK,Pakistan,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,23.43825,,,DHS 2017-18,,,,,,,0,Not Known
PAN,Panama,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2013,68.300003,,,MICS 2013,,,,,,,0,Not Known
PAN,Panama,ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2013,56.5,,,MICS 2013,,,,,,,0,Not Known
PAN,Panama,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2013,21.1,,,MICS 2013,,,,,,,0,Not Known
PAN,Panama,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2013,44.900002,,,MICS 2013,,,,,,,0,Not Known
PAN,Panama,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2013,65.800003,,,MICS 2013,,,,,,,0,Not Known
PAN,Panama,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2013,81.900002,,,MICS 2013,,,,,,,0,Not Known
PAN,Panama,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2013,94.800003,,,MICS 2013,,,,,,,0,Not Known
PAN,Panama,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2013,38.299999,,,MICS 2013,,,,,,,0,Not Known
PAN,Panama,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2013,72.199997,,,MICS 2013,,,,,,,0,Not Known
PAN,Panama,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2013,62.5,,,MICS 2013,,,,,,,0,Not Known
PER,Peru,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2012,71.699997,,,DHS 2012,,,,,,,0,Not Known
PER,Peru,ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2012,77.699997,,,DHS 2012,,,,,,,0,Not Known
PER,Peru,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2012,34.099998,,,DHS 2012,,,,,,,0,Not Known
PER,Peru,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2012,59.099998,,,DHS 2012,,,,,,,0,Not Known
PER,Peru,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2012,78.099998,,,DHS 2012,,,,,,,0,Not Known
PER,Peru,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2012,88.5,,,DHS 2012,,,,,,,0,Not Known
PER,Peru,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2012,94.900002,,,DHS 2012,,,,,,,0,Not Known
PER,Peru,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2012,46.599998,,,DHS 2012,,,,,,,0,Not Known
PER,Peru,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2012,83.199997,,,DHS 2012,,,,,,,0,Not Known
PER,Peru,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2012,74.800003,,,DHS 2012,,,,,,,0,Not Known
PHL,Philippines,ED_CR_L3,Completion rate for youth of upper secondary education school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2017,83.263893,,,DHS 2017,,,,,,,0,Not Known
PHL,Philippines,ED_CR_L3,Completion rate for youth of upper secondary education school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2017,74.142693,,,DHS 2017,,,,,,,0,Not Known
PHL,Philippines,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2017,46.441761,,,DHS 2017,,,,,,,0,Not Known
PHL,Philippines,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2017,70.855637,,,DHS 2017,,,,,,,0,Not Known
PHL,Philippines,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2017,83.062866,,,DHS 2017,,,,,,,0,Not Known
PHL,Philippines,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2017,89.089737,,,DHS 2017,,,,,,,0,Not Known
PHL,Philippines,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2017,93.858223,,,DHS 2017,,,,,,,0,Not Known
PHL,Philippines,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2017,73.247009,,,DHS 2017,,,,,,,0,Not Known
PHL,Philippines,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2017,83.298363,,,DHS 2017,,,,,,,0,Not Known
PHL,Philippines,ED_CR_L3,Completion rate for youth of upper secondary education school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2017,78.315628,,,DHS 2017,,,,,,,0,Not Known
